Pedido_ID,Zona,Hora_disponibilidad,Acción,Vehículo_asignado,Acción_antes
2302,Centro,2025-07-02 22:21:00,Entrega,VAN-391,Recoger pedido
2303,Centro,2025-07-02 22:22:00,Recoger pedido,VAN-448,Confirmación
2304,Oeste,2025-07-02 22:23:00,Confirmación,VAN-966,Ruta principal
2305,Oeste,2025-07-02 22:24:00,Confirmación,VAN-858,Recoger pedido
2306,Sur,2025-07-02 22:25:00,Entrega,VAN-817,Entrega
2307,Norte,2025-07-02 22:26:00,Entrega,VAN-839,Ruta principal
2308,Norte,2025-07-02 22:27:00,Recoger pedido,VAN-719,Recoger pedido
2309,Centro,2025-07-02 22:28:00,Confirmación,VAN-684,Ruta principal
2310,Norte,2025-07-02 22:29:00,Recoger pedido,VAN-603,Entrega
2311,Oeste,2025-07-02 22:30:00,Ruta principal,VAN-204,Entrega
2312,Oeste,2025-07-02 22:31:00,Confirmación,VAN-481,Cargar vehículo
2313,Norte,2025-07-02 22:32:00,Confirmación,VAN-354,Confirmación
2314,Oeste,2025-07-02 22:33:00,Recoger pedido,VAN-311,Ruta principal
2315,Centro,2025-07-02 22:34:00,Entrega,VAN-990,Cargar vehículo
2316,Oeste,2025-07-02 22:35:00,Confirmación,VAN-776,Recoger pedido
2317,Oeste,2025-07-02 22:36:00,Confirmación,VAN-780,Confirmación
2318,Norte,2025-07-02 22:37:00,Confirmación,VAN-154,Confirmación
2319,Norte,2025-07-02 22:38:00,Recoger pedido,VAN-910,Cargar vehículo
2320,Oeste,2025-07-02 22:39:00,Entrega,VAN-382,Ruta principal
2321,Sur,2025-07-02 22:40:00,Cargar vehículo,VAN-721,Ruta principal
2322,Este,2025-07-02 22:41:00,Ruta principal,VAN-530,Entrega
2323,Sur,2025-07-02 22:42:00,Cargar vehículo,VAN-887,Ruta principal
2324,Centro,2025-07-02 22:43:00,Ruta principal,VAN-318,Cargar vehículo
2325,Norte,2025-07-02 22:44:00,Ruta principal,VAN-792,Entrega
2326,Sur,2025-07-02 22:45:00,Recoger pedido,VAN-870,Cargar vehículo
2327,Este,2025-07-02 22:46:00,Ruta principal,VAN-947,Ruta principal
2328,Norte,2025-07-02 22:47:00,Ruta principal,VAN-106,Confirmación
2329,Oeste,2025-07-02 22:48:00,Entrega,VAN-293,Confirmación
2330,Este,2025-07-02 22:49:00,Recoger pedido,VAN-280,Entrega
2331,Norte,2025-07-02 22:50:00,Recoger pedido,VAN-158,Ruta principal
2332,Este,2025-07-02 22:51:00,Cargar vehículo,VAN-582,Confirmación
2333,Este,2025-07-02 22:52:00,Ruta principal,VAN-638,Ruta principal
2334,Oeste,2025-07-02 22:53:00,Recoger pedido,VAN-278,Entrega
2335,Norte,2025-07-02 22:54:00,Recoger pedido,VAN-811,Ruta principal
2336,Sur,2025-07-02 22:55:00,Recoger pedido,VAN-994,Entrega
2337,Sur,2025-07-02 22:56:00,Confirmación,VAN-718,Entrega
2338,Este,2025-07-02 22:57:00,Recoger pedido,VAN-742,Entrega
2339,Sur,2025-07-02 22:58:00,Entrega,VAN-664,Recoger pedido
2340,Sur,2025-07-02 22:59:00,Confirmación,VAN-926,Entrega
2341,Norte,2025-07-02 23:00:00,Ruta principal,VAN-339,Cargar vehículo
2342,Centro,2025-07-02 23:01:00,Recoger pedido,VAN-995,Recoger pedido
2343,Sur,2025-07-02 23:02:00,Ruta principal,VAN-258,Cargar vehículo
2344,Oeste,2025-07-02 23:03:00,Recoger pedido,VAN-847,Ruta principal
2345,Norte,2025-07-02 23:04:00,Cargar vehículo,VAN-245,Recoger pedido
2346,Oeste,2025-07-02 23:05:00,Confirmación,VAN-685,Entrega
2347,Centro,2025-07-02 23:06:00,Entrega,VAN-178,Ruta principal
2348,Sur,2025-07-02 23:07:00,Cargar vehículo,VAN-586,Confirmación
2349,Este,2025-07-02 23:08:00,Entrega,VAN-452,Ruta principal
2350,Oeste,2025-07-02 23:09:00,Confirmación,VAN-503,Ruta principal
2351,Oeste,2025-07-02 23:10:00,Recoger pedido,VAN-823,Ruta principal
2352,Centro,2025-07-02 23:11:00,Cargar vehículo,VAN-631,Recoger pedido
2353,Este,2025-07-02 23:12:00,Ruta principal,VAN-655,Recoger pedido
2354,Sur,2025-07-02 23:13:00,Confirmación,VAN-146,Confirmación
2355,Oeste,2025-07-02 23:14:00,Cargar vehículo,VAN-935,Entrega
2356,Este,2025-07-02 23:15:00,Cargar vehículo,VAN-409,Cargar vehículo
2357,Norte,2025-07-02 23:16:00,Recoger pedido,VAN-390,Confirmación
2358,Centro,2025-07-02 23:17:00,Recoger pedido,VAN-163,Cargar vehículo
2359,Norte,2025-07-02 23:18:00,Cargar vehículo,VAN-860,Confirmación
2360,Sur,2025-07-02 23:19:00,Cargar vehículo,VAN-148,Ruta principal
2361,Centro,2025-07-02 23:20:00,Confirmación,VAN-665,Cargar vehículo
2362,Centro,2025-07-02 23:21:00,Cargar vehículo,VAN-643,Entrega
2363,Centro,2025-07-02 23:22:00,Entrega,VAN-429,Entrega
2364,Sur,2025-07-02 23:23:00,Recoger pedido,VAN-197,Entrega
2365,Centro,2025-07-02 23:24:00,Confirmación,VAN-164,Confirmación
2366,Sur,2025-07-02 23:25:00,Confirmación,VAN-597,Cargar vehículo
2367,Norte,2025-07-02 23:26:00,Confirmación,VAN-499,Recoger pedido
2368,Oeste,2025-07-02 23:27:00,Entrega,VAN-335,Confirmación
2369,Oeste,2025-07-02 23:28:00,Ruta principal,VAN-659,Recoger pedido
2370,Este,2025-07-02 23:29:00,Recoger pedido,VAN-855,Confirmación
2371,Norte,2025-07-02 23:30:00,Entrega,VAN-108,Ruta principal
2372,Oeste,2025-07-02 23:31:00,Cargar vehículo,VAN-742,Entrega
2373,Norte,2025-07-02 23:32:00,Confirmación,VAN-162,Ruta principal
2374,Norte,2025-07-02 23:33:00,Recoger pedido,VAN-587,Recoger pedido
2375,Centro,2025-07-02 23:34:00,Cargar vehículo,VAN-412,Confirmación
2376,Sur,2025-07-02 23:35:00,Entrega,VAN-359,Confirmación
2377,Centro,2025-07-02 23:36:00,Cargar vehículo,VAN-403,Cargar vehículo
2378,Centro,2025-07-02 23:37:00,Ruta principal,VAN-687,Recoger pedido
2379,Oeste,2025-07-02 23:38:00,Cargar vehículo,VAN-560,Cargar vehículo
2380,Sur,2025-07-02 23:39:00,Entrega,VAN-866,Cargar vehículo
2381,Centro,2025-07-02 23:40:00,Entrega,VAN-977,Cargar vehículo
2382,Centro,2025-07-02 23:41:00,Entrega,VAN-429,Cargar vehículo
2383,Centro,2025-07-02 23:42:00,Entrega,VAN-190,Recoger pedido
2384,Centro,2025-07-02 23:43:00,Recoger pedido,VAN-475,Confirmación
2385,Centro,2025-07-02 23:44:00,Recoger pedido,VAN-251,Confirmación
2386,Norte,2025-07-02 23:45:00,Confirmación,VAN-423,Cargar vehículo
2387,Este,2025-07-02 23:46:00,Entrega,VAN-731,Entrega
2388,Oeste,2025-07-02 23:47:00,Ruta principal,VAN-564,Entrega
2389,Sur,2025-07-02 23:48:00,Recoger pedido,VAN-436,Recoger pedido
2390,Centro,2025-07-02 23:49:00,Entrega,VAN-722,Confirmación
2391,Sur,2025-07-02 23:50:00,Entrega,VAN-392,Cargar vehículo
2392,Este,2025-07-02 23:51:00,Confirmación,VAN-988,Entrega
2393,Oeste,2025-07-02 23:52:00,Cargar vehículo,VAN-722,Recoger pedido
2394,Oeste,2025-07-02 23:53:00,Entrega,VAN-884,Confirmación
2395,Este,2025-07-02 23:54:00,Confirmación,VAN-533,Recoger pedido
2396,Centro,2025-07-02 23:55:00,Cargar vehículo,VAN-719,Recoger pedido
2397,Sur,2025-07-02 23:56:00,Entrega,VAN-227,Confirmación
2398,Oeste,2025-07-02 23:57:00,Cargar vehículo,VAN-509,Recoger pedido
2399,Oeste,2025-07-02 23:58:00,Cargar vehículo,VAN-600,Entrega
2400,Sur,2025-07-02 23:59:00,Confirmación,VAN-779,Recoger pedido
2401,Norte,2025-07-03 00:00:00,Entrega,VAN-247,Confirmación
2402,Centro,2025-07-03 00:01:00,Ruta principal,VAN-474,Recoger pedido
2403,Centro,2025-07-03 00:02:00,Cargar vehículo,VAN-471,Cargar vehículo
2404,Este,2025-07-03 00:03:00,Recoger pedido,VAN-804,Ruta principal
2405,Norte,2025-07-03 00:04:00,Confirmación,VAN-920,Cargar vehículo
2406,Oeste,2025-07-03 00:05:00,Ruta principal,VAN-342,Entrega
2407,Sur,2025-07-03 00:06:00,Cargar vehículo,VAN-595,Entrega
2408,Norte,2025-07-03 00:07:00,Recoger pedido,VAN-259,Confirmación
2409,Centro,2025-07-03 00:08:00,Confirmación,VAN-448,Entrega
2410,Sur,2025-07-03 00:09:00,Entrega,VAN-244,Confirmación
2411,Oeste,2025-07-03 00:10:00,Confirmación,VAN-918,Entrega
2412,Oeste,2025-07-03 00:11:00,Cargar vehículo,VAN-584,Entrega
2413,Centro,2025-07-03 00:12:00,Cargar vehículo,VAN-797,Entrega
2414,Centro,2025-07-03 00:13:00,Entrega,VAN-557,Recoger pedido
2415,Sur,2025-07-03 00:14:00,Cargar vehículo,VAN-768,Ruta principal
2416,Norte,2025-07-03 00:15:00,Recoger pedido,VAN-995,Entrega
2417,Oeste,2025-07-03 00:16:00,Ruta principal,VAN-991,Entrega
2418,Oeste,2025-07-03 00:17:00,Cargar vehículo,VAN-794,Entrega
2419,Sur,2025-07-03 00:18:00,Ruta principal,VAN-728,Entrega
2420,Centro,2025-07-03 00:19:00,Cargar vehículo,VAN-826,Recoger pedido
2421,Este,2025-07-03 00:20:00,Entrega,VAN-911,Recoger pedido
2422,Centro,2025-07-03 00:21:00,Ruta principal,VAN-503,Ruta principal
2423,Norte,2025-07-03 00:22:00,Confirmación,VAN-672,Entrega
2424,Oeste,2025-07-03 00:23:00,Entrega,VAN-941,Entrega
2425,Sur,2025-07-03 00:24:00,Cargar vehículo,VAN-577,Cargar vehículo
2426,Este,2025-07-03 00:25:00,Cargar vehículo,VAN-590,Confirmación
2427,Centro,2025-07-03 00:26:00,Confirmación,VAN-732,Confirmación
2428,Sur,2025-07-03 00:27:00,Recoger pedido,VAN-292,Entrega
2429,Este,2025-07-03 00:28:00,Ruta principal,VAN-741,Confirmación
2430,Centro,2025-07-03 00:29:00,Cargar vehículo,VAN-957,Entrega
2431,Oeste,2025-07-03 00:30:00,Confirmación,VAN-726,Confirmación
2432,Este,2025-07-03 00:31:00,Recoger pedido,VAN-993,Entrega
2433,Centro,2025-07-03 00:32:00,Cargar vehículo,VAN-435,Ruta principal
2434,Sur,2025-07-03 00:33:00,Confirmación,VAN-525,Recoger pedido
2435,Este,2025-07-03 00:34:00,Cargar vehículo,VAN-265,Cargar vehículo
2436,Centro,2025-07-03 00:35:00,Cargar vehículo,VAN-893,Recoger pedido
2437,Este,2025-07-03 00:36:00,Recoger pedido,VAN-826,Confirmación
2438,Este,2025-07-03 00:37:00,Entrega,VAN-225,Recoger pedido
2439,Sur,2025-07-03 00:38:00,Recoger pedido,VAN-161,Confirmación
2440,Centro,2025-07-03 00:39:00,Entrega,VAN-216,Recoger pedido
2441,Este,2025-07-03 00:40:00,Ruta principal,VAN-766,Cargar vehículo
2442,Sur,2025-07-03 00:41:00,Confirmación,VAN-793,Ruta principal
2443,Sur,2025-07-03 00:42:00,Cargar vehículo,VAN-820,Entrega
2444,Oeste,2025-07-03 00:43:00,Recoger pedido,VAN-986,Recoger pedido
2445,Centro,2025-07-03 00:44:00,Cargar vehículo,VAN-728,Confirmación
2446,Este,2025-07-03 00:45:00,Confirmación,VAN-148,Cargar vehículo
2447,Este,2025-07-03 00:46:00,Cargar vehículo,VAN-397,Recoger pedido
2448,Oeste,2025-07-03 00:47:00,Ruta principal,VAN-231,Confirmación
2449,Norte,2025-07-03 00:48:00,Confirmación,VAN-651,Confirmación
2450,Centro,2025-07-03 00:49:00,Cargar vehículo,VAN-207,Entrega
2451,Centro,2025-07-03 00:50:00,Ruta principal,VAN-151,Ruta principal
2452,Sur,2025-07-03 00:51:00,Ruta principal,VAN-448,Cargar vehículo
2453,Oeste,2025-07-03 00:52:00,Entrega,VAN-885,Recoger pedido
2454,Norte,2025-07-03 00:53:00,Recoger pedido,VAN-928,Recoger pedido
2455,Norte,2025-07-03 00:54:00,Ruta principal,VAN-516,Cargar vehículo
2456,Centro,2025-07-03 00:55:00,Confirmación,VAN-415,Confirmación
2457,Norte,2025-07-03 00:56:00,Confirmación,VAN-252,Recoger pedido
2458,Norte,2025-07-03 00:57:00,Confirmación,VAN-653,Ruta principal
2459,Norte,2025-07-03 00:58:00,Entrega,VAN-318,Cargar vehículo
2460,Este,2025-07-03 00:59:00,Cargar vehículo,VAN-218,Recoger pedido
2461,Oeste,2025-07-03 01:00:00,Ruta principal,VAN-441,Ruta principal
2462,Sur,2025-07-03 01:01:00,Confirmación,VAN-868,Entrega
2463,Este,2025-07-03 01:02:00,Confirmación,VAN-317,Cargar vehículo
2464,Este,2025-07-03 01:03:00,Entrega,VAN-885,Recoger pedido
2465,Centro,2025-07-03 01:04:00,Recoger pedido,VAN-563,Recoger pedido
2466,Sur,2025-07-03 01:05:00,Cargar vehículo,VAN-433,Confirmación
2467,Centro,2025-07-03 01:06:00,Ruta principal,VAN-881,Recoger pedido
2468,Centro,2025-07-03 01:07:00,Cargar vehículo,VAN-969,Entrega
2469,Centro,2025-07-03 01:08:00,Entrega,VAN-392,Entrega
2470,Sur,2025-07-03 01:09:00,Entrega,VAN-485,Cargar vehículo
2471,Oeste,2025-07-03 01:10:00,Cargar vehículo,VAN-125,Recoger pedido
2472,Oeste,2025-07-03 01:11:00,Entrega,VAN-585,Ruta principal
2473,Norte,2025-07-03 01:12:00,Ruta principal,VAN-127,Ruta principal
2474,Este,2025-07-03 01:13:00,Ruta principal,VAN-221,Confirmación
2475,Oeste,2025-07-03 01:14:00,Cargar vehículo,VAN-415,Cargar vehículo
2476,Este,2025-07-03 01:15:00,Ruta principal,VAN-489,Entrega
2477,Oeste,2025-07-03 01:16:00,Ruta principal,VAN-394,Cargar vehículo
2478,Norte,2025-07-03 01:17:00,Cargar vehículo,VAN-190,Cargar vehículo
2479,Norte,2025-07-03 01:18:00,Cargar vehículo,VAN-553,Recoger pedido
2480,Sur,2025-07-03 01:19:00,Confirmación,VAN-441,Cargar vehículo
2481,Norte,2025-07-03 01:20:00,Entrega,VAN-396,Recoger pedido
2482,Oeste,2025-07-03 01:21:00,Entrega,VAN-515,Cargar vehículo
2483,Este,2025-07-03 01:22:00,Cargar vehículo,VAN-588,Entrega
2484,Centro,2025-07-03 01:23:00,Ruta principal,VAN-128,Entrega
2485,Este,2025-07-03 01:24:00,Confirmación,VAN-229,Recoger pedido
2486,Oeste,2025-07-03 01:25:00,Entrega,VAN-149,Ruta principal
2487,Este,2025-07-03 01:26:00,Ruta principal,VAN-848,Ruta principal
2488,Oeste,2025-07-03 01:27:00,Ruta principal,VAN-100,Ruta principal
2489,Oeste,2025-07-03 01:28:00,Confirmación,VAN-620,Confirmación
2490,Sur,2025-07-03 01:29:00,Entrega,VAN-691,Recoger pedido
2491,Oeste,2025-07-03 01:30:00,Cargar vehículo,VAN-952,Confirmación
2492,Oeste,2025-07-03 01:31:00,Confirmación,VAN-862,Confirmación
2493,Centro,2025-07-03 01:32:00,Entrega,VAN-967,Entrega
2494,Sur,2025-07-03 01:33:00,Ruta principal,VAN-787,Confirmación
2495,Este,2025-07-03 01:34:00,Ruta principal,VAN-453,Ruta principal
2496,Oeste,2025-07-03 01:35:00,Recoger pedido,VAN-381,Cargar vehículo
2497,Sur,2025-07-03 01:36:00,Ruta principal,VAN-185,Confirmación
2498,Este,2025-07-03 01:37:00,Recoger pedido,VAN-444,Entrega
2499,Sur,2025-07-03 01:38:00,Recoger pedido,VAN-963,Entrega
2500,Oeste,2025-07-03 01:39:00,Entrega,VAN-572,Cargar vehículo
2501,Este,2025-07-03 01:40:00,Ruta principal,VAN-353,Ruta principal
2502,Sur,2025-07-03 01:41:00,Entrega,VAN-361,Entrega
2503,Centro,2025-07-03 01:42:00,Cargar vehículo,VAN-627,Cargar vehículo
2504,Sur,2025-07-03 01:43:00,Recoger pedido,VAN-505,Ruta principal
2505,Este,2025-07-03 01:44:00,Recoger pedido,VAN-206,Ruta principal
2506,Norte,2025-07-03 01:45:00,Confirmación,VAN-154,Entrega
2507,Este,2025-07-03 01:46:00,Ruta principal,VAN-197,Cargar vehículo
2508,Centro,2025-07-03 01:47:00,Cargar vehículo,VAN-415,Confirmación
2509,Oeste,2025-07-03 01:48:00,Cargar vehículo,VAN-648,Ruta principal
2510,Sur,2025-07-03 01:49:00,Entrega,VAN-761,Ruta principal
2511,Sur,2025-07-03 01:50:00,Confirmación,VAN-666,Ruta principal
2512,Norte,2025-07-03 01:51:00,Cargar vehículo,VAN-942,Recoger pedido
2513,Este,2025-07-03 01:52:00,Cargar vehículo,VAN-105,Ruta principal
2514,Norte,2025-07-03 01:53:00,Cargar vehículo,VAN-218,Confirmación
2515,Centro,2025-07-03 01:54:00,Cargar vehículo,VAN-173,Cargar vehículo
2516,Este,2025-07-03 01:55:00,Cargar vehículo,VAN-143,Cargar vehículo
2517,Centro,2025-07-03 01:56:00,Entrega,VAN-121,Entrega
2518,Oeste,2025-07-03 01:57:00,Confirmación,VAN-951,Entrega
2519,Norte,2025-07-03 01:58:00,Entrega,VAN-910,Cargar vehículo
2520,Centro,2025-07-03 01:59:00,Entrega,VAN-886,Recoger pedido
2521,Oeste,2025-07-03 02:00:00,Recoger pedido,VAN-350,Entrega
2522,Este,2025-07-03 02:01:00,Recoger pedido,VAN-427,Ruta principal
2523,Oeste,2025-07-03 02:02:00,Recoger pedido,VAN-235,Cargar vehículo
2524,Sur,2025-07-03 02:03:00,Entrega,VAN-225,Ruta principal
2525,Este,2025-07-03 02:04:00,Entrega,VAN-966,Confirmación
2526,Norte,2025-07-03 02:05:00,Cargar vehículo,VAN-958,Ruta principal
2527,Norte,2025-07-03 02:06:00,Recoger pedido,VAN-284,Cargar vehículo
2528,Oeste,2025-07-03 02:07:00,Recoger pedido,VAN-605,Cargar vehículo
2529,Este,2025-07-03 02:08:00,Recoger pedido,VAN-422,Confirmación
2530,Sur,2025-07-03 02:09:00,Confirmación,VAN-318,Ruta principal
2531,Oeste,2025-07-03 02:10:00,Recoger pedido,VAN-395,Confirmación
2532,Sur,2025-07-03 02:11:00,Recoger pedido,VAN-857,Cargar vehículo
2533,Norte,2025-07-03 02:12:00,Cargar vehículo,VAN-391,Ruta principal
2534,Este,2025-07-03 02:13:00,Ruta principal,VAN-296,Entrega
2535,Sur,2025-07-03 02:14:00,Entrega,VAN-866,Confirmación
2536,Norte,2025-07-03 02:15:00,Recoger pedido,VAN-529,Ruta principal
2537,Este,2025-07-03 02:16:00,Recoger pedido,VAN-338,Entrega
2538,Oeste,2025-07-03 02:17:00,Cargar vehículo,VAN-544,Recoger pedido
2539,Sur,2025-07-03 02:18:00,Recoger pedido,VAN-379,Confirmación
2540,Este,2025-07-03 02:19:00,Entrega,VAN-960,Entrega
2541,Oeste,2025-07-03 02:20:00,Recoger pedido,VAN-945,Entrega
2542,Este,2025-07-03 02:21:00,Entrega,VAN-969,Cargar vehículo
2543,Norte,2025-07-03 02:22:00,Ruta principal,VAN-884,Recoger pedido
2544,Oeste,2025-07-03 02:23:00,Confirmación,VAN-498,Recoger pedido
2545,Este,2025-07-03 02:24:00,Ruta principal,VAN-789,Entrega
2546,Norte,2025-07-03 02:25:00,Ruta principal,VAN-642,Recoger pedido
2547,Sur,2025-07-03 02:26:00,Recoger pedido,VAN-535,Confirmación
2548,Norte,2025-07-03 02:27:00,Cargar vehículo,VAN-636,Entrega
2549,Norte,2025-07-03 02:28:00,Ruta principal,VAN-907,Ruta principal
2550,Este,2025-07-03 02:29:00,Confirmación,VAN-695,Cargar vehículo
2551,Norte,2025-07-03 02:30:00,Cargar vehículo,VAN-344,Confirmación
2552,Centro,2025-07-03 02:31:00,Cargar vehículo,VAN-119,Recoger pedido
2553,Este,2025-07-03 02:32:00,Ruta principal,VAN-844,Entrega
2554,Oeste,2025-07-03 02:33:00,Entrega,VAN-117,Ruta principal
2555,Oeste,2025-07-03 02:34:00,Entrega,VAN-422,Cargar vehículo
2556,Norte,2025-07-03 02:35:00,Cargar vehículo,VAN-716,Ruta principal
2557,Sur,2025-07-03 02:36:00,Cargar vehículo,VAN-226,Ruta principal
2558,Sur,2025-07-03 02:37:00,Cargar vehículo,VAN-287,Cargar vehículo
2559,Oeste,2025-07-03 02:38:00,Recoger pedido,VAN-681,Confirmación
2560,Oeste,2025-07-03 02:39:00,Ruta principal,VAN-781,Confirmación
2561,Sur,2025-07-03 02:40:00,Ruta principal,VAN-325,Confirmación
2562,Centro,2025-07-03 02:41:00,Entrega,VAN-363,Recoger pedido
2563,Oeste,2025-07-03 02:42:00,Confirmación,VAN-613,Entrega
2564,Oeste,2025-07-03 02:43:00,Ruta principal,VAN-794,Cargar vehículo
2565,Oeste,2025-07-03 02:44:00,Cargar vehículo,VAN-893,Ruta principal
2566,Centro,2025-07-03 02:45:00,Ruta principal,VAN-582,Confirmación
2567,Sur,2025-07-03 02:46:00,Ruta principal,VAN-505,Recoger pedido
2568,Este,2025-07-03 02:47:00,Entrega,VAN-927,Recoger pedido
2569,Norte,2025-07-03 02:48:00,Confirmación,VAN-446,Ruta principal
2570,Centro,2025-07-03 02:49:00,Recoger pedido,VAN-632,Confirmación
2571,Oeste,2025-07-03 02:50:00,Recoger pedido,VAN-574,Entrega
2572,Norte,2025-07-03 02:51:00,Confirmación,VAN-120,Cargar vehículo
2573,Este,2025-07-03 02:52:00,Cargar vehículo,VAN-185,Ruta principal
2574,Centro,2025-07-03 02:53:00,Cargar vehículo,VAN-520,Entrega
2575,Este,2025-07-03 02:54:00,Confirmación,VAN-817,Ruta principal
2576,Este,2025-07-03 02:55:00,Ruta principal,VAN-501,Ruta principal
2577,Centro,2025-07-03 02:56:00,Ruta principal,VAN-883,Recoger pedido
2578,Sur,2025-07-03 02:57:00,Ruta principal,VAN-699,Ruta principal
2579,Norte,2025-07-03 02:58:00,Entrega,VAN-260,Cargar vehículo
2580,Oeste,2025-07-03 02:59:00,Entrega,VAN-570,Cargar vehículo
2581,Norte,2025-07-03 03:00:00,Confirmación,VAN-882,Entrega
2582,Norte,2025-07-03 03:01:00,Cargar vehículo,VAN-948,Cargar vehículo
2583,Oeste,2025-07-03 03:02:00,Confirmación,VAN-481,Recoger pedido
2584,Este,2025-07-03 03:03:00,Cargar vehículo,VAN-463,Confirmación
2585,Oeste,2025-07-03 03:04:00,Ruta principal,VAN-916,Ruta principal
2586,Oeste,2025-07-03 03:05:00,Recoger pedido,VAN-635,Ruta principal
2587,Norte,2025-07-03 03:06:00,Confirmación,VAN-439,Recoger pedido
2588,Sur,2025-07-03 03:07:00,Cargar vehículo,VAN-169,Recoger pedido
2589,Sur,2025-07-03 03:08:00,Entrega,VAN-990,Ruta principal
2590,Oeste,2025-07-03 03:09:00,Ruta principal,VAN-609,Entrega
2591,Este,2025-07-03 03:10:00,Recoger pedido,VAN-533,Cargar vehículo
2592,Sur,2025-07-03 03:11:00,Recoger pedido,VAN-537,Recoger pedido
2593,Este,2025-07-03 03:12:00,Entrega,VAN-263,Recoger pedido
2594,Sur,2025-07-03 03:13:00,Confirmación,VAN-502,Recoger pedido
2595,Sur,2025-07-03 03:14:00,Ruta principal,VAN-991,Entrega
2596,Este,2025-07-03 03:15:00,Ruta principal,VAN-314,Recoger pedido
2597,Oeste,2025-07-03 03:16:00,Recoger pedido,VAN-280,Ruta principal
2598,Centro,2025-07-03 03:17:00,Entrega,VAN-994,Entrega
2599,Este,2025-07-03 03:18:00,Confirmación,VAN-588,Recoger pedido
2600,Este,2025-07-03 03:19:00,Ruta principal,VAN-580,Confirmación
2601,Oeste,2025-07-03 03:20:00,Cargar vehículo,VAN-732,Recoger pedido
2602,Centro,2025-07-03 03:21:00,Recoger pedido,VAN-895,Cargar vehículo
2603,Centro,2025-07-03 03:22:00,Cargar vehículo,VAN-340,Cargar vehículo
2604,Oeste,2025-07-03 03:23:00,Entrega,VAN-317,Confirmación
2605,Norte,2025-07-03 03:24:00,Cargar vehículo,VAN-251,Recoger pedido
2606,Norte,2025-07-03 03:25:00,Cargar vehículo,VAN-326,Confirmación
2607,Sur,2025-07-03 03:26:00,Entrega,VAN-424,Cargar vehículo
2608,Este,2025-07-03 03:27:00,Entrega,VAN-439,Cargar vehículo
2609,Norte,2025-07-03 03:28:00,Cargar vehículo,VAN-542,Cargar vehículo
2610,Norte,2025-07-03 03:29:00,Ruta principal,VAN-328,Ruta principal
2611,Sur,2025-07-03 03:30:00,Confirmación,VAN-897,Cargar vehículo
2612,Sur,2025-07-03 03:31:00,Ruta principal,VAN-780,Cargar vehículo
2613,Este,2025-07-03 03:32:00,Entrega,VAN-206,Ruta principal
2614,Oeste,2025-07-03 03:33:00,Ruta principal,VAN-472,Ruta principal
2615,Oeste,2025-07-03 03:34:00,Cargar vehículo,VAN-987,Confirmación
2616,Centro,2025-07-03 03:35:00,Cargar vehículo,VAN-855,Recoger pedido
2617,Este,2025-07-03 03:36:00,Ruta principal,VAN-441,Recoger pedido
2618,Este,2025-07-03 03:37:00,Entrega,VAN-308,Recoger pedido
2619,Sur,2025-07-03 03:38:00,Entrega,VAN-277,Confirmación
2620,Este,2025-07-03 03:39:00,Entrega,VAN-893,Ruta principal
2621,Este,2025-07-03 03:40:00,Ruta principal,VAN-414,Entrega
2622,Este,2025-07-03 03:41:00,Cargar vehículo,VAN-771,Cargar vehículo
2623,Este,2025-07-03 03:42:00,Cargar vehículo,VAN-275,Cargar vehículo
2624,Oeste,2025-07-03 03:43:00,Confirmación,VAN-528,Confirmación
2625,Oeste,2025-07-03 03:44:00,Ruta principal,VAN-161,Entrega
2626,Este,2025-07-03 03:45:00,Entrega,VAN-351,Cargar vehículo
2627,Sur,2025-07-03 03:46:00,Recoger pedido,VAN-981,Confirmación
2628,Este,2025-07-03 03:47:00,Cargar vehículo,VAN-798,Entrega
2629,Centro,2025-07-03 03:48:00,Recoger pedido,VAN-196,Entrega
2630,Centro,2025-07-03 03:49:00,Ruta principal,VAN-576,Confirmación
2631,Oeste,2025-07-03 03:50:00,Ruta principal,VAN-976,Confirmación
2632,Centro,2025-07-03 03:51:00,Entrega,VAN-259,Recoger pedido
2633,Centro,2025-07-03 03:52:00,Recoger pedido,VAN-963,Cargar vehículo
2634,Norte,2025-07-03 03:53:00,Entrega,VAN-259,Entrega
2635,Norte,2025-07-03 03:54:00,Cargar vehículo,VAN-689,Entrega
2636,Oeste,2025-07-03 03:55:00,Cargar vehículo,VAN-714,Recoger pedido
2637,Centro,2025-07-03 03:56:00,Ruta principal,VAN-277,Confirmación
2638,Este,2025-07-03 03:57:00,Ruta principal,VAN-812,Recoger pedido
2639,Centro,2025-07-03 03:58:00,Confirmación,VAN-446,Recoger pedido
2640,Norte,2025-07-03 03:59:00,Entrega,VAN-400,Ruta principal
2641,Sur,2025-07-03 04:00:00,Recoger pedido,VAN-411,Entrega
2642,Centro,2025-07-03 04:01:00,Cargar vehículo,VAN-807,Recoger pedido
2643,Oeste,2025-07-03 04:02:00,Entrega,VAN-332,Confirmación
2644,Sur,2025-07-03 04:03:00,Recoger pedido,VAN-246,Entrega
2645,Oeste,2025-07-03 04:04:00,Entrega,VAN-858,Recoger pedido
2646,Sur,2025-07-03 04:05:00,Recoger pedido,VAN-517,Cargar vehículo
2647,Oeste,2025-07-03 04:06:00,Ruta principal,VAN-185,Cargar vehículo
2648,Sur,2025-07-03 04:07:00,Entrega,VAN-820,Ruta principal
2649,Este,2025-07-03 04:08:00,Ruta principal,VAN-855,Ruta principal
